ID|quantity|unit_price|track_ID|invoice_ID
164|1|99|964|31
165|1|99|970|32
166|1|99|976|32
167|1|99|982|32
168|1|99|988|32
169|1|99|994|32
170|1|99|1000|32
171|1|99|1006|32
172|1|99|1012|32
173|1|99|1018|32
174|1|99|1027|33
175|1|99|1036|33
176|1|99|1045|33
177|1|99|1054|33
178|1|99|1063|33
179|1|99|1072|33
180|1|99|1081|33
181|1|99|1090|33
182|1|99|1099|33
183|1|99|1108|33
184|1|99|1117|33
185|1|99|1126|33
186|1|99|1135|33
187|1|99|1144|33
188|1|99|1158|34
189|1|99|1159|35
190|1|99|1160|35
191|1|99|1162|36
192|1|99|1164|36
193|1|99|1166|37
194|1|99|1168|37
195|1|99|1170|37
196|1|99|1172|37
197|1|99|1176|38
198|1|99|1180|38
199|1|99|1184|38
200|1|99|1188|38
201|1|99|1192|38
202|1|99|1196|38
203|1|99|1202|39
204|1|99|1208|39
205|1|99|1214|39
206|1|99|1220|39
207|1|99|1226|39
208|1|99|1232|39
209|1|99|1238|39
210|1|99|1244|39
211|1|99|1250|39
212|1|99|1259|40
213|1|99|1268|40
214|1|99|1277|40
215|1|99|1286|40
216|1|99|1295|40
217|1|99|1304|40
218|1|99|1313|40
219|1|99|1322|40
220|1|99|1331|40
221|1|99|1340|40
222|1|99|1349|40
223|1|99|1358|40
224|1|99|1367|40
225|1|99|1376|40
226|1|99|1390|41
227|1|99|1391|42
228|1|99|1392|42
229|1|99|1394|43
230|1|99|1396|43
231|1|99|1398|44
232|1|99|1400|44
233|1|99|1402|44
234|1|99|1404|44
235|1|99|1408|45
236|1|99|1412|45
237|1|99|1416|45
238|1|99|1420|45
239|1|99|1424|45
240|1|99|1428|45
241|1|99|1434|46
242|1|99|1440|46
243|1|99|1446|46
244|1|99|1452|46
245|1|99|1458|46
246|1|99|1464|46
247|1|99|1470|46
248|1|99|1476|46
249|1|99|1482|46
250|1|99|1491|47
251|1|99|1500|47
252|1|99|1509|47
253|1|99|1518|47
254|1|99|1527|47
255|1|99|1536|47
256|1|99|1545|47
257|1|99|1554|47
258|1|99|1563|47
259|1|99|1572|47
260|1|99|1581|47
261|1|99|1590|47
262|1|99|1599|47
263|1|99|1608|47
264|1|99|1622|48
265|1|99|1623|49
266|1|99|1624|49
267|1|99|1626|50
268|1|99|1628|50
269|1|99|1630|51
270|1|99|1632|51
271|1|99|1634|51
272|1|99|1636|51
273|1|99|1640|52
274|1|99|1644|52
275|1|99|1648|52
276|1|99|1652|52
277|1|99|1656|52
278|1|99|1660|52
279|1|99|1666|53
280|1|99|1672|53
281|1|99|1678|53
282|1|99|1684|53
283|1|99|1690|53
284|1|99|1696|53
285|1|99|1702|53
286|1|99|1708|53
287|1|99|1714|53
288|1|99|1723|54
289|1|99|1732|54
290|1|99|1741|54
291|1|99|1750|54
292|1|99|1759|54
293|1|99|1768|54
294|1|99|1777|54
295|1|99|1786|54
296|1|99|1795|54
297|1|99|1804|54
298|1|99|1813|54
299|1|99|1822|54
300|1|99|1831|54
301|1|99|1840|54
302|1|99|1854|55
303|1|99|1855|56
304|1|99|1856|56
305|1|99|1858|57
306|1|99|1860|57
307|1|99|1862|58
308|1|99|1864|58
309|1|99|1866|58
310|1|99|1868|58
311|1|99|1872|59
312|1|99|1876|59
313|1|99|1880|59
314|1|99|1884|59
315|1|99|1888|59
316|1|99|1892|59
317|1|99|1898|60
318|1|99|1904|60
319|1|99|1910|60
320|1|99|1916|60
321|1|99|1922|60
322|1|99|1928|60
323|1|99|1934|60
324|1|99|1940|60
325|1|99|1946|60
326|1|99|1955|61
327|1|99|1964|61
328|1|99|1973|61
329|1|99|1982|61
330|1|99|1991|61
331|1|99|2000|61
332|1|99|2009|61
333|1|99|2018|61
334|1|99|2027|61
335|1|99|2036|61
336|1|99|2045|61
337|1|99|2054|61
338|1|99|2063|61
339|1|99|2072|61
340|1|99|2086|62
341|1|99|2087|63
342|1|99|2088|63
343|1|99|2090|64
344|1|99|2092|64
345|1|99|2094|65
346|1|99|2096|65
347|1|99|2098|65
348|1|99|2100|65
349|1|99|2104|66
350|1|99|2108|66
351|1|99|2112|66
352|1|99|2116|66
353|1|99|2120|66
354|1|99|2124|66
355|1|99|2130|67
356|1|99|2136|67
357|1|99|2142|67
358|1|99|2148|67
359|1|99|2154|67
360|1|99|2160|67
361|1|99|2166|67
362|1|99|2172|67
363|1|99|2178|67
364|1|99|2187|68
365|1|99|2196|68
366|1|99|2205|68
367|1|99|2214|68
368|1|99|2223|68
369|1|99|2232|68
370|1|99|2241|68
371|1|99|2250|68
372|1|99|2259|68
373|1|99|2268|68
374|1|99|2277|68
375|1|99|2286|68
376|1|99|2295|68
377|1|99|2304|68
378|1|99|2318|69
379|1|99|2319|70
380|1|99|2320|70
381|1|99|2322|71
382|1|99|2324|71
383|1|99|2326|72
384|1|99|2328|72
385|1|99|2330|72
386|1|99|2332|72
387|1|99|2336|73
388|1|99|2340|73
389|1|99|2344|73
390|1|99|2348|73
391|1|99|2352|73
392|1|99|2356|73
393|1|99|2362|74
394|1|99|2368|74
395|1|99|2374|74
396|1|99|2380|74
397|1|99|2386|74
398|1|99|2392|74
399|1|99|2398|74
400|1|99|2404|74
401|1|99|2410|74
402|1|99|2419|75
403|1|99|2428|75
404|1|99|2437|75
405|1|99|2446|75
406|1|99|2455|75
407|1|99|2464|75
408|1|99|2473|75
409|1|99|2482|75
410|1|99|2491|75
411|1|99|2500|75
412|1|99|2509|75
413|1|99|2518|75
414|1|99|2527|75
415|1|99|2536|75
416|1|99|2550|76
417|1|99|2551|77
418|1|99|2552|77
419|1|99|2554|78
420|1|99|2556|78
421|1|99|2558|79
422|1|99|2560|79
423|1|99|2562|79
424|1|99|2564|79
425|1|99|2568|80
426|1|99|2572|80
427|1|99|2576|80
428|1|99|2580|80
429|1|99|2584|80
430|1|99|2588|80
431|1|99|2594|81
432|1|99|2600|81
433|1|99|2606|81
434|1|99|2612|81
435|1|99|2618|81
436|1|99|2624|81
437|1|99|2630|81
438|1|99|2636|81
439|1|99|2642|81
440|1|99|2651|82
441|1|99|2660|82
442|1|99|2669|82
443|1|99|2678|82
444|1|99|2687|82
445|1|99|2696|82
446|1|99|2705|82
447|1|99|2714|82
448|1|99|2723|82
449|1|99|2732|82
450|1|99|2741|82
451|1|99|2750|82
452|1|99|2759|82
453|1|99|2768|82
454|1|99|2782|83
455|1|99|2783|84
456|1|99|2784|84
457|1|99|2786|85
458|1|99|2788|85
459|1|99|2790|86
460|1|99|2792|86
461|1|99|2794|86
462|1|99|2796|86
463|1|99|2800|87
464|1|99|2804|87
465|1|99|2808|87
466|1|99|2812|87
467|1|99|2816|87
468|1|199|2820|87
469|1|199|2826|88
470|1|199|2832|88
471|1|199|2838|88
472|1|199|2844|88
473|1|199|2850|88
474|1|199|2856|88
475|1|199|2862|88
476|1|199|2868|88
477|1|199|2874|88
478|1|199|2883|89
479|1|199|2892|89
480|1|199|2901|89
481|1|199|2910|89
482|1|199|2919|89
483|1|99|2928|89
484|1|99|2937|89
485|1|99|2946|89
486|1|99|2955|89
487|1|99|2964|89
488|1|99|2973|89
489|1|99|2982|89
490|1|99|2991|89
491|1|99|3000|89
492|1|99|3014|90
493|1|99|3015|91
494|1|99|3016|91
495|1|99|3018|92
496|1|99|3020|92
497|1|99|3022|93
498|1|99|3024|93
499|1|99|3026|93
500|1|99|3028|93
501|1|99|3032|94
502|1|99|3036|94
503|1|99|3040|94
504|1|99|3044|94
505|1|99|3048|94
506|1|99|3052|94
507|1|99|3058|95
508|1|99|3064|95
509|1|99|3070|95
510|1|99|3076|95
511|1|99|3082|95
512|1|99|3088|95
513|1|99|3094|95
514|1|99|3100|95
515|1|99|3106|95
516|1|99|3115|96
517|1|99|3124|96
518|1|99|3133|96
519|1|99|3142|96
520|1|99|3151|96
521|1|99|3160|96
522|1|199|3169|96
523|1|199|3178|96
524|1|199|3187|96
525|1|199|3196|96
526|1|199|3205|96
527|1|199|3214|96
528|1|199|3223|96
529|1|199|3232|96
530|1|199|3246|97
531|1|199|3247|98
532|1|199|3248|98
533|1|199|3250|99
534|1|199|3252|99
535|1|99|3254|100
536|1|99|3256|100
537|1|99|3258|100
538|1|99|3260|100
539|1|99|3264|101
540|1|99|3268|101
541|1|99|3272|101
542|1|99|3276|101
543|1|99|3280|101
544|1|99|3284|101
545|1|99|3290|102
546|1|99|3296|102
547|1|99|3302|102
548|1|99|3308|102
549|1|99|3314|102
550|1|99|3320|102
551|1|99|3326|102
552|1|99|3332|102
553|1|199|3338|102
554|1|199|3347|103
555|1|99|3356|103
556|1|99|3365|103
557|1|99|3374|103
558|1|99|3383|103
559|1|99|3392|103
560|1|99|3401|103
561|1|99|3410|103
562|1|99|3419|103
563|1|199|3428|103
564|1|99|3437|103
565|1|99|3446|103
566|1|99|3455|103
567|1|99|3464|103
568|1|99|3478|104
569|1|99|3479|105
570|1|99|3480|105
571|1|99|3482|106
572|1|99|3484|106
573|1|99|3486|107
574|1|99|3488|107
575|1|99|3490|107
576|1|99|3492|107
577|1|99|3496|108
578|1|99|3500|108
579|1|99|1|108
580|1|99|5|108
581|1|99|9|108
582|1|99|13|108
583|1|99|19|109
584|1|99|25|109
585|1|99|31|109
586|1|99|37|109
587|1|99|43|109
588|1|99|49|109
589|1|99|55|109
590|1|99|61|109
591|1|99|67|109
592|1|99|76|110
593|1|99|85|110
594|1|99|94|110
595|1|99|103|110
596|1|99|112|110
597|1|99|121|110
598|1|99|130|110
599|1|99|139|110
600|1|99|148|110
601|1|99|157|110
602|1|99|166|110
603|1|99|175|110
604|1|99|184|110
605|1|99|193|110
606|1|99|207|111
607|1|99|208|112
608|1|99|209|112
609|1|99|211|113
610|1|99|213|113
611|1|99|215|114
612|1|99|217|114
613|1|99|219|114
614|1|99|221|114
615|1|99|225|115
616|1|99|229|115
617|1|99|233|115
618|1|99|237|115
619|1|99|241|115
620|1|99|245|115
621|1|99|251|116
622|1|99|257|116
623|1|99|263|116
624|1|99|269|116
625|1|99|275|116
626|1|99|281|116
627|1|99|287|116
628|1|99|293|116
629|1|99|299|116
630|1|99|308|117
631|1|99|317|117
632|1|99|326|117
633|1|99|335|117
634|1|99|344|117
635|1|99|353|117
636|1|99|362|117
637|1|99|371|117
638|1|99|380|117
639|1|99|389|117
640|1|99|398|117
641|1|99|407|117
642|1|99|416|117
643|1|99|425|117
644|1|99|439|118
645|1|99|440|119
646|1|99|441|119
647|1|99|443|120
648|1|99|445|120
649|1|99|447|121
650|1|99|449|121
651|1|99|451|121
652|1|99|453|121
653|1|99|457|122
654|1|99|461|122
655|1|99|465|122
656|1|99|469|122
657|1|99|473|122
658|1|99|477|122
659|1|99|483|123
660|1|99|489|123
661|1|99|495|123
662|1|99|501|123
663|1|99|507|123
664|1|99|513|123
665|1|99|519|123
666|1|99|525|123
667|1|99|531|123
668|1|99|540|124
669|1|99|549|124
670|1|99|558|124
671|1|99|567|124
672|1|99|576|124
673|1|99|585|124
674|1|99|594|124
675|1|99|603|124
676|1|99|612|124
677|1|99|621|124
678|1|99|630|124
679|1|99|639|124
680|1|99|648|124
681|1|99|657|124
682|1|99|671|125
683|1|99|672|126
684|1|99|673|126
685|1|99|675|127
686|1|99|677|127
687|1|99|679|128
688|1|99|681|128
689|1|99|683|128
690|1|99|685|128
691|1|99|689|129
692|1|99|693|129
693|1|99|697|129
694|1|99|701|129
695|1|99|705|129
696|1|99|709|129
697|1|99|715|130
698|1|99|721|130
699|1|99|727|130
700|1|99|733|130
701|1|99|739|130
702|1|99|745|130
703|1|99|751|130
704|1|99|757|130
705|1|99|763|130
706|1|99|772|131
707|1|99|781|131
708|1|99|790|131
709|1|99|799|131
710|1|99|808|131
711|1|99|817|131
712|1|99|826|131
713|1|99|835|131
714|1|99|844|131
715|1|99|853|131
716|1|99|862|131
717|1|99|871|131
718|1|99|880|131
719|1|99|889|131
720|1|99|903|132
721|1|99|904|133
722|1|99|905|133
723|1|99|907|134
724|1|99|909|134
725|1|99|911|135
726|1|99|913|135
727|1|99|915|135
728|1|99|917|135
729|1|99|921|136
730|1|99|925|136
731|1|99|929|136
732|1|99|933|136
733|1|99|937|136
734|1|99|941|136
735|1|99|947|137
736|1|99|953|137
737|1|99|959|137
738|1|99|965|137
739|1|99|971|137
740|1|99|977|137
741|1|99|983|137
742|1|99|989|137
743|1|99|995|137
744|1|99|1004|138
745|1|99|1013|138
746|1|99|1022|138
747|1|99|1031|138
748|1|99|1040|138
749|1|99|1049|138
750|1|99|1058|138
751|1|99|1067|138
752|1|99|1076|138
753|1|99|1085|138
754|1|99|1094|138
755|1|99|1103|138
756|1|99|1112|138
757|1|99|1121|138
758|1|99|1135|139
759|1|99|1136|140
760|1|99|1137|140
761|1|99|1139|141
762|1|99|1141|141
763|1|99|1143|142
764|1|99|1145|142
765|1|99|1147|142
766|1|99|1149|142
767|1|99|1153|143
768|1|99|1157|143
769|1|99|1161|143
770|1|99|1165|143
771|1|99|1169|143
772|1|99|1173|143
773|1|99|1179|144
774|1|99|1185|144
775|1|99|1191|144
776|1|99|1197|144
777|1|99|1203|144
778|1|99|1209|144
779|1|99|1215|144
780|1|99|1221|144
781|1|99|1227|144
782|1|99|1236|145
783|1|99|1245|145
784|1|99|1254|145
785|1|99|1263|145
786|1|99|1272|145
787|1|99|1281|145
788|1|99|1290|145
789|1|99|1299|145
790|1|99|1308|145
791|1|99|1317|145
792|1|99|1326|145
793|1|99|1335|145
794|1|99|1344|145
795|1|99|1353|145
796|1|99|1367|146
797|1|99|1368|147
798|1|99|1369|147
799|1|99|1371|148
800|1|99|1373|148
801|1|99|1375|149
802|1|99|1377|149
803|1|99|1379|149
804|1|99|1381|149
805|1|99|1385|150
806|1|99|1389|150
807|1|99|1393|150
808|1|99|1397|150
809|1|99|1401|150
810|1|99|1405|150
811|1|99|1411|151
812|1|99|1417|151
813|1|99|1423|151
814|1|99|1429|151
815|1|99|1435|151
816|1|99|1441|151
817|1|99|1447|151
818|1|99|1453|151
819|1|99|1459|151
820|1|99|1468|152
821|1|99|1477|152
822|1|99|1486|152
823|1|99|1495|152
824|1|99|1504|152
825|1|99|1513|152
826|1|99|1522|152
827|1|99|1531|152
828|1|99|1540|152
829|1|99|1549|152
830|1|99|1558|152
831|1|99|1567|152
832|1|99|1576|152
833|1|99|1585|152
834|1|99|1599|153
835|1|99|1600|154
836|1|99|1601|154
837|1|99|1603|155
838|1|99|1605|155
839|1|99|1607|156
840|1|99|1609|156
841|1|99|1611|156
842|1|99|1613|156
843|1|99|1617|157
844|1|99|1621|157
845|1|99|1625|157
846|1|99|1629|157
847|1|99|1633|157
848|1|99|1637|157
849|1|99|1643|158
850|1|99|1649|158
851|1|99|1655|158
852|1|99|1661|158
853|1|99|1667|158
854|1|99|1673|158
855|1|99|1679|158
856|1|99|1685|158
857|1|99|1691|158
858|1|99|1700|159
859|1|99|1709|159
860|1|99|1718|159
861|1|99|1727|159
862|1|99|1736|159
863|1|99|1745|159
864|1|99|1754|159
865|1|99|1763|159
866|1|99|1772|159
867|1|99|1781|159
868|1|99|1790|159
869|1|99|1799|159
870|1|99|1808|159
871|1|99|1817|159
872|1|99|1831|160
873|1|99|1832|161
874|1|99|1833|161
875|1|99|1835|162
876|1|99|1837|162
877|1|99|1839|163
878|1|99|1841|163
879|1|99|1843|163
880|1|99|1845|163
881|1|99|1849|164
882|1|99|1853|164
883|1|99|1857|164
884|1|99|1861|164
885|1|99|1865|164
886|1|99|1869|164
887|1|99|1875|165
888|1|99|1881|165
889|1|99|1887|165
890|1|99|1893|165
891|1|99|1899|165
892|1|99|1905|165
893|1|99|1911|165
894|1|99|1917|165
895|1|99|1923|165
896|1|99|1932|166
897|1|99|1941|166
898|1|99|1950|166
899|1|99|1959|166
900|1|99|1968|166
901|1|99|1977|166
902|1|99|1986|166
903|1|99|1995|166
904|1|99|2004|166
905|1|99|2013|166
906|1|99|2022|166
907|1|99|2031|166
908|1|99|2040|166
909|1|99|2049|166
910|1|99|2063|167
911|1|99|2064|168
912|1|99|2065|168
913|1|99|2067|169
914|1|99|2069|169
915|1|99|2071|170
916|1|99|2073|170
917|1|99|2075|170
918|1|99|2077|170
919|1|99|2081|171
920|1|99|2085|171
921|1|99|2089|171
922|1|99|2093|171
923|1|99|2097|171
924|1|99|2101|171
925|1|99|2107|172
926|1|99|2113|172
927|1|99|2119|172
928|1|99|2125|172
929|1|99|2131|172
930|1|99|2137|172
931|1|99|2143|172
932|1|99|2149|172
933|1|99|2155|172
934|1|99|2164|173
935|1|99|2173|173
936|1|99|2182|173
937|1|99|2191|173
938|1|99|2200|173
939|1|99|2209|173
940|1|99|2218|173
941|1|99|2227|173
942|1|99|2236|173
943|1|99|2245|173
944|1|99|2254|173
945|1|99|2263|173
946|1|99|2272|173
947|1|99|2281|173
948|1|99|2295|174
949|1|99|2296|175
950|1|99|2297|175
951|1|99|2299|176
952|1|99|2301|176
953|1|99|2303|177
954|1|99|2305|177
955|1|99|2307|177
956|1|99|2309|177
957|1|99|2313|178
958|1|99|2317|178
959|1|99|2321|178
960|1|99|2325|178
961|1|99|2329|178
962|1|99|2333|178
963|1|99|2339|179
964|1|99|2345|179
965|1|99|2351|179
966|1|99|2357|179
967|1|99|2363|179
968|1|99|2369|179
969|1|99|2375|179
970|1|99|2381|179
971|1|99|2387|179
972|1|99|2396|180
973|1|99|2405|180
974|1|99|2414|180
975|1|99|2423|180
976|1|99|2432|180
977|1|99|2441|180
978|1|99|2450|180
979|1|99|2459|180
980|1|99|2468|180
981|1|99|2477|180
982|1|99|2486|180
983|1|99|2495|180
984|1|99|2504|180
985|1|99|2513|180
986|1|99|2527|181
987|1|99|2528|182
988|1|99|2529|182
989|1|99|2531|183
990|1|99|2533|183
991|1|99|2535|184
992|1|99|2537|184
993|1|99|2539|184
994|1|99|2541|184
995|1|99|2545|185
996|1|99|2549|185
997|1|99|2553|185
998|1|99|2557|185
999|1|99|2561|185
1000|1|99|2565|185
1001|1|99|2571|186
1002|1|99|2577|186
1003|1|99|2583|186
1004|1|99|2589|186
1005|1|99|2595|186
1006|1|99|2601|186
1007|1|99|2607|186
1008|1|99|2613|186
1009|1|99|2619|186
1010|1|99|2628|187
1011|1|99|2637|187
1012|1|99|2646|187
1013|1|99|2655|187
1014|1|99|2664|187
1015|1|99|2673|187
1016|1|99|2682|187
1017|1|99|2691|187
1018|1|99|2700|187
1019|1|99|2709|187
1020|1|99|2718|187
1021|1|99|2727|187
1022|1|99|2736|187
1023|1|99|2745|187
1024|1|99|2759|188
1025|1|99|2760|189
1026|1|99|2761|189
1027|1|99|2763|190
1028|1|99|2765|190
1029|1|99|2767|191
1030|1|99|2769|191
1031|1|99|2771|191
1032|1|99|2773|191
1033|1|99|2777|192
1034|1|99|2781|192
1035|1|99|2785|192
1036|1|99|2789|192
1037|1|99|2793|192
1038|1|99|2797|192
1039|1|99|2803|193
1040|1|99|2809|193
1041|1|99|2815|193
1042|1|199|2821|193
1043|1|199|2827|193
1044|1|199|2833|193
1045|1|199|2839|193
1046|1|199|2845|193
1047|1|199|2851|193
1048|1|199|2860|194
1049|1|199|2869|194
1050|1|199|2878|194
1051|1|199|2887|194
1052|1|199|2896|194
1053|1|199|2905|194
1054|1|199|2914|194
1055|1|199|2923|194
1056|1|99|2932|194
1057|1|99|2941|194
1058|1|99|2950|194
1059|1|99|2959|194
1060|1|99|2968|194
1061|1|99|2977|194
1062|1|99|2991|195
1063|1|99|2992|196
1064|1|99|2993|196
1065|1|99|2995|197
1066|1|99|2997|197
1067|1|99|2999|198
1068|1|99|3001|198
1069|1|99|3003|198
1070|1|99|3005|198
1071|1|99|3009|199
1072|1|99|3013|199
1073|1|99|3017|199
1074|1|99|3021|199
1075|1|99|3025|199
1076|1|99|3029|199
1077|1|99|3035|200
1078|1|99|3041|200
1079|1|99|3047|200
1080|1|99|3053|200
1081|1|99|3059|200
1082|1|99|3065|200
1083|1|99|3071|200
1084|1|99|3077|200
1085|1|99|3083|200
1086|1|99|3092|201
1087|1|99|3101|201
1088|1|99|3110|201
1089|1|99|3119|201
1090|1|99|3128|201
1091|1|99|3137|201
1092|1|99|3146|201
1093|1|99|3155|201
1094|1|99|3164|201
1095|1|199|3173|201
1096|1|199|3182|201
1097|1|199|3191|201
1098|1|199|3200|201
1099|1|199|3209|201
1100|1|199|3223|202
1101|1|199|3224|203
1102|1|99|3225|203
1103|1|199|3227|204
1104|1|199|3229|204
1105|1|199|3231|205
1106|1|199|3233|205
1107|1|199|3235|205
1108|1|199|3237|205
1109|1|199|3241|206
1110|1|199|3245|206
1111|1|199|3249|206
1112|1|99|3253|206
1113|1|99|3257|206
1114|1|99|3261|206
1115|1|99|3267|207
1116|1|99|3273|207
1117|1|99|3279|207
1118|1|99|3285|207
1119|1|99|3291|207
1120|1|99|3297|207
1121|1|99|3303|207
1122|1|99|3309|207
1123|1|99|3315|207
1124|1|99|3324|208
1125|1|99|3333|208
1126|1|199|3342|208
1127|1|99|3351|208
1128|1|199|3360|208
1129|1|99|3369|208
1130|1|99|3378|208
1131|1|99|3387|208
1132|1|99|3396|208
1133|1|99|3405|208
1134|1|99|3414|208
1135|1|99|3423|208
1136|1|99|3432|208
1137|1|99|3441|208
1138|1|99|3455|209
1139|1|99|3456|210
1140|1|99|3457|210
1141|1|99|3459|211
1142|1|99|3461|211
1143|1|99|3463|212
1144|1|99|3465|212
1145|1|99|3467|212
1146|1|99|3469|212
1147|1|99|3473|213
1148|1|99|3477|213
1149|1|99|3481|213
1150|1|99|3485|213
1151|1|99|3489|213
1152|1|99|3493|213
1153|1|99|3499|214
1154|1|99|2|214
1155|1|99|8|214
1156|1|99|14|214
1157|1|99|20|214
1158|1|99|26|214
1159|1|99|32|214
1160|1|99|38|214
1161|1|99|44|214
1162|1|99|53|215
1163|1|99|62|215
1164|1|99|71|215
1165|1|99|80|215
1166|1|99|89|215
1167|1|99|98|215
1168|1|99|107|215
1169|1|99|116|215
1170|1|99|125|215
1171|1|99|134|215
1172|1|99|143|215
1173|1|99|152|215
1174|1|99|161|215
1175|1|99|170|215
1176|1|99|184|216
1177|1|99|185|217
1178|1|99|186|217
1179|1|99|188|218
1180|1|99|190|218
1181|1|99|192|219
1182|1|99|194|219
1183|1|99|196|219
1184|1|99|198|219
1185|1|99|202|220
1186|1|99|206|220
1187|1|99|210|220
1188|1|99|214|220
1189|1|99|218|220
1190|1|99|222|220
1191|1|99|228|221
1192|1|99|234|221
1193|1|99|240|221
1194|1|99|246|221
1195|1|99|252|221
1196|1|99|258|221
1197|1|99|264|221
1198|1|99|270|221
1199|1|99|276|221
1200|1|99|285|222
1201|1|99|294|222
1202|1|99|303|222
1203|1|99|312|222
1204|1|99|321|222
1205|1|99|330|222
1206|1|99|339|222
1207|1|99|348|222
1208|1|99|357|222
1209|1|99|366|222
1210|1|99|375|222
1211|1|99|384|222
1212|1|99|393|222
1213|1|99|402|222
1214|1|99|416|223
1215|1|99|417|224
1216|1|99|418|224
1217|1|99|420|225
1218|1|99|422|225
1219|1|99|424|226
1220|1|99|426|226
1221|1|99|428|226
1222|1|99|430|226
1223|1|99|434|227
1224|1|99|438|227
1225|1|99|442|227
1226|1|99|446|227
1227|1|99|450|227
1228|1|99|454|227
1229|1|99|460|228
1230|1|99|466|228
1231|1|99|472|228
1232|1|99|478|228
1233|1|99|484|228
1234|1|99|490|228
1235|1|99|496|228
1236|1|99|502|228
1237|1|99|508|228
1238|1|99|517|229
1239|1|99|526|229
1240|1|99|535|229
1241|1|99|544|229
1242|1|99|553|229
1243|1|99|562|229
1244|1|99|571|229
1245|1|99|580|229
1246|1|99|589|229
1247|1|99|598|229
1248|1|99|607|229
1249|1|99|616|229
1250|1|99|625|229
1251|1|99|634|229
1252|1|99|648|230
1253|1|99|649|231
1254|1|99|650|231
1255|1|99|652|232
1256|1|99|654|232
1257|1|99|656|233
1258|1|99|658|233
1259|1|99|660|233
1260|1|99|662|233
1261|1|99|666|234
1262|1|99|670|234
1263|1|99|674|234
1264|1|99|678|234
1265|1|99|682|234
1266|1|99|686|234
1267|1|99|692|235
1268|1|99|698|235
1269|1|99|704|235
1270|1|99|710|235
1271|1|99|716|235
1272|1|99|722|235
1273|1|99|728|235
1274|1|99|734|235
1275|1|99|740|235
1276|1|99|749|236
1277|1|99|758|236
1278|1|99|767|236
1279|1|99|776|236
1280|1|99|785|236
1281|1|99|794|236
1282|1|99|803|236
1283|1|99|812|236
1284|1|99|821|236
